id	abstract_id	type	entity_1_id	entity_2_id	novel
110	12442272	Association	6647	D000690	Novel
111	12442272	Negative_Correlation	rs80265967	D000690	Novel
112	14722929	Association	2706	C567134	No
113	15000256	Positive_Correlation	rs782013865	D001321	Novel
114	15000256	Positive_Correlation	rs782013865	D008607	Novel
115	15000256	Association	rs782013865	D005600	Novel
116	15000256	Association	2332	D001321	Novel
117	15000256	Association	2332	D008607	Novel
118	15000256	Association	2332	D005600	No
119	15018851	Association	3077517	D017245	Novel
120	15018851	Association	3077517	D000077404	Novel
121	15018851	Association	3077517	D015774	Novel
122	15018851	Negative_Correlation	D017245	p|SUB|N|495|K	Novel
123	15018851	Negative_Correlation	D000077404	p|SUB|L|501|I	Novel
124	15018851	Negative_Correlation	D015774	p|SUB|L|501|I	Novel
125	15018851	Negative_Correlation	D003586	D017245	No
126	15018851	Negative_Correlation	D003586	D000077404	No
127	15018851	Negative_Correlation	D003586	D015774	No
128	15018851	Association	2813	D003586	No
129	15033202	Association	D049932	4683	No
130	15033202	Positive_Correlation	D049932	c|DEL||5	No
131	15042318	Positive_Correlation	D001281	D004317	Novel
132	15042318	Positive_Correlation	D009136	D004317	Novel
133	15042318	Negative_Correlation	C535648	D004317	No
134	15042318	Positive_Correlation	D004317	D066126	No
135	15042318	Positive_Correlation	D004317	D001145	Novel
136	15064320	Association	D013739	D006063	No
137	15064320	Association	c|DEL|CODON219|T	D058490	Novel
138	15064320	Association	rs9332964	D058490	Novel
139	15064320	Association	6716	D058490	Novel
140	15069170	Positive_Correlation	D049971	6559	No
141	15069170	Association	6559	D053579	No
142	15069170	Positive_Correlation	c|DEL|1932|C	D053579	Novel
143	15069170	Positive_Correlation	rs185927948	D053579	Novel
144	15069170	Positive_Correlation	rs200697179	D053579	Novel
145	15069170	Positive_Correlation	rs79351185	D053579	Novel
146	15069170	Positive_Correlation	D053579	c|INS||96	Novel
147	15069170	Positive_Correlation	D053579	c|SUB|G|IVS16+1|A	Novel
148	15069170	Positive_Correlation	D053579	c|DEL|1811_1812|AT	Novel
149	15069170	Positive_Correlation	D053579	c|DEL|1181_1186+20|26	Novel
150	15069170	Positive_Correlation	D053579	p|SUB|M|1|L	Novel
151	15069170	Positive_Correlation	D053579	c|SUB|A|7|T	Novel
152	15069170	Positive_Correlation	rs371443644	D053579	Novel
153	15086325	Association	g|SUB|G|6410|T	D005166	Novel
154	15086325	Association	c|DEL|2238_2239|AG	D005166	Novel
155	15086325	Association	c|SUB|A|IVS8-2|G	D005166	Novel
156	15086325	Association	D005166	p|INS||8	Novel
157	15086325	Association	D005166	c|Allele|A|689	Novel
158	15086325	Association	D005166	p|SUB|G|2079|V	Novel
159	15086325	Association	2153	D005166	No
160	15111599	Association	p|DEL|91|G	C565137	Novel
161	15111599	Association	c|DEL|279|GAG	C565137	Novel
162	15111599	Association	c|DEL||3	C565137	Novel
163	15111599	Association	c|SUB|G|IVS3+1|A	C535342	Novel
164	15111599	Association	C535342	1411	Novel
165	15111599	Association	1411	C565137	Novel
166	15122711	Association	D008107	5428	No
167	15122711	Association	D019636	5428	No
168	15122711	Association	D012640	5428	No
169	15122711	Association	rs113994095	D028361	Novel
170	15122711	Association	rs113994095	D002549	Novel
171	15122711	Association	rs121918047	D028361	Novel
172	15122711	Association	D002549	rs121918047	Novel
173	15122711	Association	5428	D028361	No
174	15122711	Association	5428	D002549	No
175	15130900	Association	D003520	D014890	Novel
176	15130900	Positive_Correlation	D003520	D001749	Novel
177	15177686	Association	7290	D004062	Novel
178	15184369	Positive_Correlation	D016257	D002118	Novel
179	15184369	Association	p|DEL|695-725|	D002118	Novel
180	15184369	Association	D004533	D002118	Novel
181	15184369	Association	D004533	55503	Novel
182	15184369	Negative_Correlation	55503	D002118	Novel
183	15191352	Positive_Correlation	D008607	p|SUB|I|280|S	Novel
184	15191352	Positive_Correlation	D014786	p|SUB|I|280|S	Novel
185	15191352	Positive_Correlation	D006311	p|SUB|I|280|S	Novel
186	15191352	Positive_Correlation	D013610	p|SUB|I|280|S	Novel
187	15191352	Positive_Correlation	D006948	p|SUB|I|280|S	Novel
188	15191352	Positive_Correlation	g|SUB|T|1123|G	D008607	Novel
189	15191352	Positive_Correlation	g|SUB|T|1123|G	D014786	Novel
190	15191352	Positive_Correlation	g|SUB|T|1123|G	D006311	Novel
191	15191352	Positive_Correlation	g|SUB|T|1123|G	D013610	Novel
192	15191352	Positive_Correlation	g|SUB|T|1123|G	D006948	Novel
193	15191352	Association	7068	D008607	Novel
194	15191352	Association	7068	D014786	Novel
195	15191352	Association	7068	D006311	Novel
196	15191352	Association	7068	D013610	Novel
197	15191352	Association	7068	D006948	Novel
198	15191352	Positive_Correlation	D018382	g|SUB|T|1123|G	Novel
199	15191352	Positive_Correlation	D018382	p|SUB|I|280|S	Novel
200	15191352	Association	D018382	7068	Novel
201	15198485	Association	rs5370	D050177	No
202	15198485	Association	rs5370	D009765	Novel
203	15198485	Association	1906	D050177	No
204	15198485	Association	1906	D009765	Novel
205	15200408	Association	D066087	22270	No
206	15200408	Association	p|SUB|P|154|A	C564042	Novel
207	15200408	Association	c|SUB|C||G	C564042	Novel
208	15200408	Association	7380	C564042	Novel
209	15200408	Association	rs373513519	C564042	Novel
210	15200408	Association	11045	C564042	Novel
211	15200408	Association	22270	D006869	No
212	15200408	Association	22270	C564042	No
213	15233872	Positive_Correlation	D000244	D010100	No
214	15233872	Positive_Correlation	D007545	D009203	No
215	15233872	Positive_Correlation	C007145	D010100	Novel
216	15233872	Positive_Correlation	C007145	D000244	Novel
217	15233872	Association	C007145	D008055	Novel
218	15233872	Negative_Correlation	C007145	D007545	Novel
219	15233872	Negative_Correlation	C007145	D009203	Novel
220	15241482	Association	c|SUB|C|-107|T	D003327	No
221	15241482	Association	5444	D003327	No
222	15241482	Association	p|Allele|R|192	D003327	Novel
223	15241482	Association	D017202	5444	No
224	15241482	Association	D017202	p|SUB|Q|192|R	No
225	15241482	Association	p|SUB|Q|192|R	D003327	No
226	15241482	Association	p|SUB|M|55|L	D003327	No
227	15266215	Positive_Correlation	D013927	D001241	Novel
228	15266215	Negative_Correlation	C406224	D001172	No
229	15266215	Negative_Correlation	C406224	D010003	No
230	15266215	Comparison	C406224	D000894	Novel
231	15266215	Negative_Correlation	C406224	D001168	No
232	15266215	Negative_Correlation	5743	C406224	No
233	15459183	Positive_Correlation	rs1050501	D008180	Novel
234	15459183	Association	D009393	971	Novel
235	15459183	Association	2213	D008180	Novel
236	15459183	Association	971	2213	Novel
237	15459183	Association	D008180	971	Novel
238	15459183	Association	12517	D008180	No
239	15459975	Association	54434	D017499	Novel
240	15459975	Association	p|SUB|S|63|N	D017499	Novel
241	15459975	Association	p|FS|P|63|P|54	D017499	Novel
242	15459975	Association	p|FS|S|19|C|24	D017499	Novel
243	15461822	Association	c|DEL|4995|30	D003715	Novel
244	15461822	Association	c|DEL||30	D003715	Novel
245	15461822	Association	c|DEL||30	D014766	Novel
246	15464247	Association	D014766	c|Allele|C|1188	Novel
247	15464247	Association	D014766	3593	Novel
248	15485686	Association	D001919	6331	Novel
249	15485686	Positive_Correlation	D001919	p|SUB|V|1763|M	Novel
250	15485686	Association	D013610	6331	Novel
251	15485686	Positive_Correlation	D013610	p|SUB|V|1763|M	Novel
252	15485686	Association	6331	D001145	Novel
253	15485686	Negative_Correlation	D001145	D008801	No
254	15485686	Negative_Correlation	D001145	D008012	No
255	15485686	Positive_Correlation	p|SUB|V|1763|M	D001145	Novel
256	15485686	Positive_Correlation	p|SUB|V|1763|M	D008133	Novel
257	15485686	Association	D008133	6331	Novel
258	15485686	Association	D008133	p|SUB|V||M	Novel
259	15485686	Association	D008133	c|SUB|G|CODON1763|A	Novel
260	15485686	Negative_Correlation	D008133	D008801	No
261	15485686	Negative_Correlation	D008133	D008012	No
262	15485686	Negative_Correlation	D008801	D017180	No
263	15485686	Negative_Correlation	D008012	D017180	No
264	15485686	Negative_Correlation	D054537	D008801	No
265	15485686	Negative_Correlation	D054537	D008012	No
266	15523499	Association	D008659	p|SUB|R|64|W	No
267	15523499	Association	D008659	p|SUB|Q|27|E	No
268	15523499	Association	D008659	p|SUB|R|16|G	No
269	15523499	Association	D008659	p|SUB|G|49|S	No
270	15523499	Association	D008659	p|SUB|R|389|G	No
271	15523499	Association	D008659	155	No
272	15523499	Association	D008659	154	No
273	15523499	Association	D008659	153	No
274	15523499	Association	D002318	p|SUB|R|64|W	No
275	15523499	Association	D002318	p|SUB|Q|27|E	No
276	15523499	Association	D002318	p|SUB|R|16|G	No
277	15523499	Association	D002318	p|SUB|G|49|S	No
278	15523499	Association	D002318	p|SUB|R|389|G	No
279	15523499	Association	D002318	155	No
280	15523499	Association	D002318	154	No
281	15523499	Association	D002318	153	No
282	15523499	Positive_Correlation	155	D009638	No
283	15523499	Positive_Correlation	155	D004837	No
284	15523499	Positive_Correlation	154	D009638	No
285	15523499	Positive_Correlation	154	D004837	No
286	15523499	Positive_Correlation	153	D009638	No
287	15523499	Positive_Correlation	153	D004837	No
288	15579441	Association	302424	D000860	Novel
289	15579441	Association	C027078	D000860	Novel
290	15579441	Positive_Correlation	D011692	D009404	No
291	15579441	Association	D000860	83785	Novel
292	15579441	Association	D000860	D011692	Novel
293	15599941	Positive_Correlation	c|SUB|G||A	D011471	No
294	15599941	Positive_Correlation	c|DUP||G|	D009369	Novel
295	15599941	Association	D009369	367	No
296	15599941	Association	354	367	No
297	15599941	Positive_Correlation	c|DUP||CAG_GGC|	D011471	No
298	15599941	Association	D011471	354	Novel
299	15599941	Association	367	D011471	No
300	15602202	Positive_Correlation	D000900	D007674	Novel
301	15602202	Positive_Correlation	D000900	D009395	Novel
302	15602202	Negative_Correlation	D000305	D009395	No
303	15602202	Positive_Correlation	D009395	D017963	Novel
304	15609295	Bind	2814	7450	No
305	15609295	Association	2814	D001606	No
306	15609295	Bind	2811	7450	No
307	15609295	Association	2811	D001606	No
308	15609295	Association	7450	D001606	No
309	15609295	Bind	2815	7450	No
310	15609295	Association	2815	D001606	Novel
311	15609295	Positive_Correlation	rs5030764	D001606	Novel
312	15609295	Positive_Correlation	p|SUB|NRTP|86_89|A	D001606	Novel
313	15609295	Positive_Correlation	c|DEL|1952|9	D001606	Novel
314	15630069	Negative_Correlation	D011618	D018967	No
315	15630069	Negative_Correlation	D011618	C076029	No
316	15630069	Negative_Correlation	D011618	D003024	No
317	15630069	Association	D018967	D005947	Novel
318	15630069	Positive_Correlation	C076029	D007333	Novel
319	15630069	Comparison	C076029	D018967	Novel
320	15630069	Association	C076029	D005947	Novel
321	15630069	Positive_Correlation	D003024	D007333	Novel
322	15630069	Comparison	D003024	D018967	Novel
323	15630069	Comparison	D003024	C076029	Novel
324	15630069	Association	D003024	D005947	Novel
325	15630069	Negative_Correlation	D012559	D018967	No
326	15630069	Negative_Correlation	D012559	C076029	No
327	15630069	Negative_Correlation	D012559	D003024	No
328	15630069	Negative_Correlation	D012559	D014150	No
329	15630069	Positive_Correlation	D014150	D003920	Novel
330	15630069	Association	D005947	D014150	Novel
331	15649253	Association	D016543	p|SUB|L|50|R	Novel
332	15649253	Association	D016543	11102	No
333	15649253	Association	D008223	11102	No
334	15649253	Association	11102	D063646	Novel
335	15649253	Negative_Correlation	11102	D009369	No
336	15668505	Positive_Correlation	rs144848	D010051	No
337	15668505	Positive_Correlation	rs144848	D001943	No
338	15668505	Association	672	D010051	No
339	15668505	Association	672	D001943	No
340	15668505	Association	D010051	g|Allele|A|203	Novel
341	15668505	Association	675	D010051	No
342	15668505	Association	675	D001943	No
343	15673851	Association	D020760	24408	Novel
344	15673851	Association	D000701	D020760	Novel
345	15673851	Positive_Correlation	D000701	D020258	Novel
346	15673851	Association	D000701	24408	Novel
347	15673851	Association	D020258	24408	Novel
348	15673851	Association	D016291	D020336	Novel
349	15673851	Association	D016291	D009020	Novel
350	15673851	Association	D018698	24408	No
351	15673851	Association	D020336	24408	Novel
352	15673851	Association	D009020	24408	Novel
353	15673851	Positive_Correlation	D009020	D018698	Novel
354	15673851	Positive_Correlation	D009020	D020336	No
355	15686794	Positive_Correlation	D017116	D000638	Novel
356	15686794	Negative_Correlation	D000889	D001281	No
357	15686794	Negative_Correlation	D000638	D001281	No
358	15748645	Negative_Correlation	D012878	D000975	No
359	15748645	Positive_Correlation	D012878	4953	No
360	15748645	Positive_Correlation	D012878	D011453	No
361	15749661	Association	D010859	7036	Novel
362	15749661	Association	D003920	7036	Novel
363	15749661	Association	D005947	D003920	Novel
364	15749661	Association	D008103	D007501	Novel
365	15749661	Association	D008103	7036	Novel
366	15749661	Association	rs34242818	D006432	Novel
367	15749661	Association	rs80338887	D019190	Novel
368	15749661	Association	rs80338887	D010859	Novel
369	15749661	Association	rs80338887	D003920	Novel
370	15749661	Association	rs80338887	D008103	Novel
371	15749661	Association	rs80338887	D006432	Novel
372	15749661	Association	rs80338886	D006432	Novel
373	15749661	Association	7036	D019190	Novel
374	15749661	Association	D006432	7036	Novel
375	15749661	Association	D006432	p|DEL|594_597|AVAQ	No
376	15754732	Association	rs2071313	D009369	Novel
377	15754732	Association	rs607969	D009369	Novel
378	15754732	Association	p|SUB|Q|536|X	D010282	No
379	15754732	Association	p|SUB|Q|536|X	D010279	No
380	15754732	Association	p|SUB|L|89|R	D010282	No
381	15754732	Association	p|SUB|L|89|R	D010279	No
382	15754732	Association	p|SUB|P|291|A	D010282	Novel
383	15754732	Association	p|SUB|P|291|A	D010279	Novel
384	15754732	Association	c|DEL|835|18	D010282	Novel
385	15754732	Association	c|DEL|835|18	D010279	Novel
386	15754732	Association	c|DEL|912|TA	D010282	Novel
387	15754732	Association	c|DEL|912|TA	D010279	Novel
388	15754732	Association	c|INS|222|T	D010282	Novel
389	15754732	Association	c|INS|222|T	D010279	Novel
390	15754732	Association	D002277	4221	No
391	15754732	Association	D049950	rs2071313	Novel
392	15754732	Association	D049950	rs607969	Novel
393	15754732	Association	D049950	p|SUB|Q|536|X	No
394	15754732	Association	D049950	p|SUB|L|89|R	No
395	15754732	Association	D049950	p|SUB|P|291|A	Novel
396	15754732	Association	D049950	c|DEL|835|18	Novel
397	15754732	Association	D049950	c|DEL|912|TA	Novel
398	15754732	Association	D049950	c|INS|222|T	Novel
399	15754732	Association	4221	D009369	No
400	15754732	Association	4221	D010282	Novel
401	15754732	Association	4221	D010279	Novel
402	15754732	Association	4221	D049950	Novel
403	15755837	Positive_Correlation	C010920	7298	No
404	15755837	Negative_Correlation	D005492	D047928	Novel
405	15755837	Positive_Correlation	c|DEL||19	D047928	Novel
406	15755837	Association	1719	C010920	No
407	15755837	Association	1719	D005492	No
408	15755837	Association	1719	D047928	Novel
409	15770495	Association	6716	C535830	No
410	15770495	Association	C535830	rs121434247	Novel
411	15770495	Association	C535830	rs523349	Novel
412	15770495	Association	C535830	p|SUB|R|266|W	Novel
413	15770495	Association	C535830	rs767564684	Novel
414	15770495	Association	C535830	p|SUB|G|158|R	Novel
415	15770495	Association	C535830	c|DEL|418|T	Novel
416	15770495	Association	C535830	c|SUB|G|IVS3+1|A	Novel
417	15770495	Association	C535830	rs368386747	Novel
418	15770495	Association	C535830	rs9282858	Novel
419	15770495	Association	C535830	c|INS|217_218|C	Novel
420	15770495	Association	C535830	rs121434250	Novel
421	15770495	Association	C535830	c|DEL|642|T	Novel
422	15770495	Association	C535830	rs121434244	Novel
423	15807692	Positive_Correlation	c|DEL|3472|C	D016108	Novel
424	15807692	Positive_Correlation	c|DEL||C	D016108	Novel
425	15807692	Association	1294	D016108	Novel
426	15807692	Positive_Correlation	D016108	c|SUB|G||A	Novel
427	15807692	Positive_Correlation	D016108	c|SUB|G|IVS51+1|A	Novel
428	15811908	Drug_Interaction	D000077582	D063325	No
429	15811908	Association	D010673	D000077582	Novel
430	15811908	Association	D010673	D063325	Novel
431	15811908	Association	D001549	D010673	No
432	15811908	Negative_Correlation	D014700	D014839	No
433	15811908	Negative_Correlation	D014700	D006261	No
434	15811908	Negative_Correlation	D014700	D006973	No
435	15811908	Cotreatment	D009529	D014700	No
436	15811908	Negative_Correlation	D009529	D014839	No
437	15811908	Negative_Correlation	D009529	D006261	No
438	15811908	Negative_Correlation	D009529	D006973	No
439	15811908	Positive_Correlation	D014839	D000077582	Novel
440	15811908	Positive_Correlation	D014839	D063325	Novel
441	15811908	Positive_Correlation	D006261	D000077582	Novel
442	15811908	Positive_Correlation	D006261	D063325	Novel
443	15811908	Positive_Correlation	D006973	D000077582	Novel
444	15811908	Positive_Correlation	D006973	D063325	Novel
445	15814629	Association	1636	D012685	No
446	15814629	Association	1636	D013274	Novel
447	15814629	Association	1636	D009369	Novel
448	15814629	Association	D009362	1636	Novel
449	15817013	Negative_Correlation	D020521	D014859	Novel
450	15817013	Positive_Correlation	D014859	D006470	Novel
451	15817013	Negative_Correlation	D001281	D014859	No
452	15820770	Association	p|SUB|T||K	D002117	No
453	15820770	Association	p|SUB|T|420|K	D002117	No
454	15820770	Association	p|SUB|D|416|E	D002117	No
455	15820770	Association	D014807	D003922	Novel
456	15820770	Association	5798	D003920	Novel
457	15820770	Association	5798	D003922	No
458	15820770	Association	2638	D002117	No
459	15820770	Association	2638	D003922	No
460	15820770	Association	2638	5798	No
461	15858223	Positive_Correlation	24421	D006505	Novel
462	15858223	Positive_Correlation	24421	D005234	Novel
463	15858223	Positive_Correlation	24421	D009336	Novel
464	15858223	Positive_Correlation	C075750	D014635	Novel
465	15858223	Positive_Correlation	D056486	24421	Novel
466	15858223	Positive_Correlation	D014635	D005234	Novel
467	15858223	Positive_Correlation	D014635	D009336	Novel
468	15858223	Positive_Correlation	D014635	24421	Novel
469	15858223	Association	D014635	D056486	No
470	15859361	Positive_Correlation	C012655	D003875	Novel
471	15859361	Positive_Correlation	C012655	D004342	Novel
472	15859361	Positive_Correlation	D004342	D000894	Novel
473	15859361	Positive_Correlation	D000082	D003875	Novel
474	15859361	Positive_Correlation	D000082	D004342	Novel
475	15859361	Positive_Correlation	C105934	D000799	Novel
476	15859361	Comparison	C105934	C012655	Novel
477	15859361	Comparison	C105934	D000082	Novel
478	15859361	Positive_Correlation	C105934	4513	No
479	15867855	Association	84868	D004342	No
480	15867855	Positive_Correlation	p|DEL|157|MTTTVP	D001249	Novel
481	15867855	Positive_Correlation	rs2277025	D001249	Novel
482	15867855	Association	26762	D004342	No
483	15867855	Association	26762	D001249	Novel
484	15893386	Positive_Correlation	D013390	D014313	Novel
485	15897593	Positive_Correlation	D015431	D003630	No
486	15897593	Positive_Correlation	D015431	D005047	No
487	15897593	Positive_Correlation	D011034	D066126	No
488	15897593	Positive_Correlation	D011034	D001855	No
489	15897593	Positive_Correlation	D018943	D066126	No
490	15897593	Positive_Correlation	D018943	D001855	No
491	15897593	Positive_Correlation	D004317	D064420	No
492	15897593	Positive_Correlation	D004317	D015431	No
493	15897593	Positive_Correlation	D004317	D066126	No
494	15897593	Positive_Correlation	D004317	D001855	No
495	15897593	Positive_Correlation	D003630	D066126	No
496	15897593	Comparison	D003630	D004317	Novel
497	15897593	Positive_Correlation	D005047	D066126	No
498	15897593	Comparison	D005047	D004317	Novel
499	15897593	Positive_Correlation	D001855	D003630	No
500	15897593	Positive_Correlation	D001855	D005047	No
501	15897593	Negative_Correlation	D064730	D015431	Novel
502	15897593	Negative_Correlation	D064730	D006402	No
503	15897593	Negative_Correlation	D064730	D066126	No
504	15897593	Negative_Correlation	D064730	D018943	No
505	15897593	Negative_Correlation	D064730	D003630	Novel
506	15897593	Negative_Correlation	D064730	D005047	Novel
507	15897593	Negative_Correlation	D064730	D001855	Novel
508	15951966	Association	4292	D003123	No
509	15951966	Association	4436	D003123	No
510	15983230	Association	rs5393	D018149	Novel
511	15983230	Association	rs5393	D009765	Novel
512	15983230	Association	rs5393	D003920	Novel
513	15983230	Positive_Correlation	rs5393	D003924	Novel
514	15983230	Association	6514	D018149	Novel
515	15983230	Association	6514	D009765	Novel
516	15983230	Association	6514	D003920	Novel
517	15983230	Association	6514	D003924	Novel
518	15983230	Association	3630	6514	No
519	15983230	Association	3630	2740	No
520	15983230	Association	3630	2695	No
521	15983230	Association	3630	3172	No
522	15983230	Association	3630	6927	No
523	15983230	Association	3630	2645	No
524	15991002	Positive_Correlation	D010433	D001008	No
525	15991002	Positive_Correlation	D002110	D001008	No
526	15991002	Negative_Correlation	D009538	D001008	Novel
527	15991002	Negative_Correlation	D009538	D002110	Novel
528	16000134	Negative_Correlation	2147	C031942	No
529	16000134	Association	D020246	462	No
530	16000134	Negative_Correlation	C031942	D020246	Novel
531	16000134	Negative_Correlation	C031942	D020152	Novel
532	16000134	Association	D025861	p|SUB|E|272|X	Novel
533	16000134	Association	D025861	c|INS|7916_7917|T	Novel
534	16000134	Association	462	D025861	No
535	16005363	Positive_Correlation	c|INS||9	D014929	Novel
536	16005363	Association	7466	D014929	Novel
537	16005363	Positive_Correlation	p|INS|344_345|AFF	D014929	Novel
538	16018252	Positive_Correlation	OMIM:400044	c|SUB|A|CODON38|G	Novel
539	16018252	Association	OMIM:400044	6736	Novel
540	16018252	Positive_Correlation	OMIM:400044	c|SUB|Y||X	Novel
541	16018252	Positive_Correlation	OMIM:400044	c|SUB|T|387|A	Novel
542	16018252	Positive_Correlation	OMIM:400044	p|SUB|E||G	Novel
543	16046395	Association	4988	D010146	No
544	16046395	Association	4988	D019966	No
545	16046395	Association	D019966	rs1799971	Novel
546	16051693	Negative_Correlation	18618	D005234	No
547	16051693	Association	25511	D065626	Novel
548	16051693	Positive_Correlation	D065626	rs7946	Novel
549	16051693	Positive_Correlation	10400	D010713	No
550	16051693	Association	10400	D065626	Novel
551	16112787	Positive_Correlation	D013482	C048498	Novel
552	16112787	Negative_Correlation	24248	D014640	Novel
553	16112787	Association	154968	D007674	No
554	16112787	Negative_Correlation	C048498	D007674	Novel
555	16112787	Negative_Correlation	C048498	154968	Novel
556	16112787	Negative_Correlation	C048498	D008315	Novel
557	16112787	Association	D014640	D017382	No
558	16112787	Positive_Correlation	D014640	D009336	Novel
559	16112787	Positive_Correlation	D014640	D012871	Novel
560	16112787	Positive_Correlation	D014640	D001284	Novel
561	16112787	Positive_Correlation	D014640	D007674	No
562	16112787	Negative_Correlation	D014640	D013482	Novel
563	16112787	Positive_Correlation	D014640	154968	Novel
564	16112787	Positive_Correlation	D014640	D008315	Novel
